concept_name	token	concept_id	token_idx	language_id	concept_id_train	none	onehot	mi-onehot	unc-onehot	macroarea_count	p_value	n_permutations	n_instances	significant-0.01	significant-0.05	significant-0.10
I	v	0.0	43.0	3599.138697209653	0.0	7.954081194599469	8.99185107052326	-1.0377698759237926	-0.1347844071101837	4.0	1.0	100000.0	68	False	False	False
I	w	0.0	44.0	3657.1036010304947	0.0	5.492903673610005	6.115611564723599	-0.6227078911135941	-0.11635519361121592	4.0	1.0	100000.0	345	False	False	False
I	x	0.0	45.0	3654.68467755692	0.0	6.894230637008784	7.4931368172834425	-0.5989061802746596	-0.0856586988185684	4.0	0.999765	100000.0	112	False	False	False
I	y	0.0	46.0	3636.956740167235	0.0	5.474859421725849	5.687440713115638	-0.2125812913897893	-0.036427518105645054	4.0	0.5271975	100000.0	819	False	False	False
I	z	0.0	47.0	3627.545965608466	0.0	8.87267328317834	10.199583169417407	-1.3269098862390667	-0.15543443455190212	4.0	1.0	100000.0	143	False	False	False
I	~	0.0	48.0	3533.423008241758	0.0	2.1298143813641714	2.2648174753816392	-0.13500309401746813	-0.08101036465580932	4.0	0.7486925	100000.0	200	False	False	False
all	 	8.0	3.0	4315.592324561404	8.0	8.233299601566024	8.114063125465348	0.11923647610067617	0.01456366327769035	4.0	0.30240500000000003	100000.0	60	False	False	False
all	3	8.0	8.0	4219.686525974026	8.0	5.188023770392844	5.095291281569034	0.09273248882380998	0.008889245315151749	4.0	0.503635	100000.0	144	False	False	False
all	7	8.0	11.0	4653.921794871794	8.0	7.024539077740449	6.868387764615891	0.15615131312455882	0.021362586342311748	4.0	0.008305	100000.0	69	False	False	True
all	C	8.0	13.0	4510.1	8.0	6.994191237787406	6.814595512052377	0.17959572573502855	0.026216021451223974	4.0	0.3229425	100000.0	47	False	False	False
all	E	8.0	14.0	3888.205743066457	8.0	5.299440108769496	5.416219013250848	-0.11677890448135252	-0.04698741192986657	4.0	0.7556475	100000.0	213	False	False	False
all	EOW	8.0	2.0	3955.6239027455526	8.0	1.081465483124014	1.2358134259256337	-0.15434794280161984	-0.15812805482628658	4.0	1.0	100000.0	1386	False	False	False
all	N	8.0	17.0	4405.595486111111	8.0	5.9679174619298125	5.880736382613106	0.0871810793167069	0.0107086951248231	4.0	0.33912	100000.0	72	False	False	False
all	S	8.0	18.0	4021.5094696969695	8.0	7.065059303785816	6.879986742229173	0.18507256155664267	0.028864243589302077	4.0	0.163855	100000.0	34	False	False	False
all	a	8.0	22.0	3949.9666211549325	8.0	2.6255250960125855	2.661301660099146	-0.035776564086560055	-0.021629074411922175	4.0	0.7347775	100000.0	775	False	False	False
all	b	8.0	23.0	4063.1548558951336	8.0	5.393829946041582	5.214912630855962	0.1789173151856195	0.030936947276033574	4.0	0.0232525	100000.0	236	False	False	False
all	c	8.0	24.0	3706.377604166666	8.0	7.961843096961577	7.684158306568861	0.2776847903927167	0.03350315862371925	4.0	0.13433499999999998	100000.0	36	False	False	False
all	d	8.0	25.0	3966.4783316798944	8.0	5.63235564661365	5.431440776828971	0.20091486978467804	0.033953117608635376	4.0	0.02124	100000.0	129	False	False	False
all	e	8.0	26.0	4439.185633300077	8.0	3.9028003229179355	3.84601469611518	0.05678562680275553	0.01086630411667035	4.0	0.3269925	100000.0	367	False	False	False
all	f	8.0	27.0	3880.8200905362146	8.0	6.991614131751109	6.787672943709031	0.20394118804207825	0.028384027996500902	4.0	0.08241499999999999	100000.0	74	False	False	False
all	g	8.0	28.0	4339.802517361111	8.0	6.004749836158697	5.873910037559217	0.13083979859948155	0.020953133579692074	4.0	0.24451	100000.0	98	False	False	False
all	h	8.0	29.0	3985.5329828477443	8.0	5.929249748505466	5.797832494466298	0.1314172540391675	0.020354691144891975	4.0	0.0041225	100000.0	150	False	True	True
all	i	8.0	30.0	4151.818874630556	8.0	3.343729694775476	3.387311756512956	-0.043582061737480325	-0.021216005262340625	4.0	0.827205	100000.0	445	False	False	False
all	k	8.0	32.0	4211.386852404781	8.0	4.583949121884002	4.437996703657677	0.14595241822632438	0.031126737568431276	4.0	2.5e-06	100000.0	368	True	True	True
all	l	8.0	33.0	4061.1075730596567	8.0	4.939258643328004	4.74150851899233	0.1977501243356749	0.03943270262129455	4.0	0.04696	100000.0	231	False	False	False
all	m	8.0	34.0	4226.1258541867865	8.0	4.324468045988309	4.216668803841051	0.10779924214725699	0.0192603725802328	4.0	0.23814	100000.0	297	False	False	False
all	n	8.0	35.0	4297.807903458424	8.0	3.911495168310388	3.9133408187149405	-0.001845650404552826	-0.004133363075854201	4.0	0.612115	100000.0	354	False	False	False
all	o	8.0	36.0	4096.710033794934	8.0	3.812130132532923	3.6932203061672086	0.11890982636571414	0.028268546237023823	4.0	2.25e-05	100000.0	587	True	True	True
all	p	8.0	37.0	4392.136743729023	8.0	5.6049986088266	5.331210555862748	0.27378805296385106	0.05177351871942092	4.0	0.0	100000.0	230	True	True	True
all	r	8.0	39.0	4219.324208437761	8.0	4.740844850441007	4.60471600123892	0.1361288492020869	0.0295367982274008	4.0	0.0018825	100000.0	150	False	True	True
all	s	8.0	40.0	4187.417184073465	8.0	5.465712029670552	5.2849876144678785	0.18072441520267407	0.0331705843974178	4.0	0.03756	100000.0	280	False	False	False
all	t	8.0	41.0	4297.867443518513	8.0	4.959554927601545	4.844465128716131	0.11508979888541394	0.024653640735916898	4.0	0.0007475	100000.0	247	True	True	True
all	u	8.0	42.0	4061.133990749729	8.0	3.726095378362741	3.6149592427297312	0.1111361356330103	0.03126335298769735	4.0	0.0006425	100000.0	425	True	True	True
all	v	8.0	43.0	4008.144047619048	8.0	8.875408344609397	8.65020775624684	0.22520058836255752	0.025212269606946072	4.0	0.024550000000000002	100000.0	40	False	False	False
all	w	8.0	44.0	3986.53566468254	8.0	5.778165536694854	5.598572959950249	0.17959257674460508	0.02672000073100715	4.0	0.0828675	100000.0	127	False	False	False
all	x	8.0	45.0	4500.645833333333	8.0	7.417776043216387	7.196531785859002	0.22124425735738534	0.029928758285519427	4.0	0.0779025	100000.0	32	False	False	False
all	y	8.0	46.0	4134.17886754145	8.0	5.924300805578112	5.827833766241725	0.09646703933638731	0.013689434639632351	4.0	0.0944875	100000.0	170	False	False	False
all	~	8.0	48.0	3972.7764351851856	8.0	1.1193848475036288	1.1257759403309258	-0.006391092827297249	-0.10851076871586791	4.0	0.44828250000000003	100000.0	114	False	False	False
ash	 	82.0	3.0	4193.770767195768	82.0	8.170663000982275	8.111448405596315	0.05921459538596015	0.00759880577757255	4.0	0.2467675	100000.0	46	False	False	False
ash	*	82.0	7.0	4596.581944444444	82.0	6.259877675440576	6.109263905882836	0.1506137695577409	0.015570244049705499	4.0	0.35255250000000005	100000.0	31	False	False	False
ash	3	82.0	8.0	4287.1792287950575	82.0	5.212118544523608	5.124821240840177	0.08729730368343001	0.009723539651026075	4.0	0.25749500000000003	100000.0	141	False	False	False
ash	5	82.0	10.0	4396.375	82.0	7.160487532615662	7.210170209407806	-0.0496826767921448	-0.00908203854649375	4.0	0.6242650000000001	100000.0	9	False	False	False
ash	7	82.0	11.0	4407.10375	82.0	6.6223074735346295	6.4886727026530675	0.13363477088156192	0.019343955163406302	4.0	0.160115	100000.0	61	False	False	False
ash	C	82.0	13.0	3780.231534090909	82.0	7.130440199239688	6.932716936776132	0.19772326246355515	0.027757947245399803	4.0	0.14773750000000002	100000.0	64	False	False	False
ash	EOW	82.0	2.0	4196.456972647605	82.0	1.2208378051996123	1.3279422740830933	-0.10710446888348103	-0.11248157600308994	4.0	1.0	100000.0	1318	False	False	False
ash	N	82.0	17.0	4141.3474326599335	82.0	6.222513334331976	6.121263663834134	0.10124967049784012	0.012546447361807425	4.0	0.213355	100000.0	72	False	False	False
ash	S	82.0	18.0	3847.3493055555555	82.0	7.0210975355572165	6.828418946597312	0.1926785889599058	0.0263220367179622	4.0	0.009107500000000001	100000.0	37	False	True	True
ash	a	82.0	22.0	4260.750523390637	82.0	2.5394459568185193	2.5840289746017553	-0.04458301778323595	-0.024495074891909926	4.0	0.805505	100000.0	700	False	False	False
ash	b	82.0	23.0	4446.051686129428	82.0	5.527099050109843	5.359858288219282	0.1672407618905611	0.0318744668578142	4.0	0.0274375	100000.0	261	False	False	False
ash	c	82.0	24.0	4895.697916666667	82.0	7.538344879945119	7.419121861457825	0.11922301848729452	0.010913757488394248	4.0	0.549965	100000.0	24	False	False	False
ash	d	82.0	25.0	4222.59625	82.0	5.6761773027593705	5.559107464071164	0.11706983868820671	0.021841725666239598	4.0	0.027909999999999997	100000.0	150	False	False	False
ash	e	82.0	26.0	4597.472383216145	82.0	4.0593261809079	4.048045212211023	0.011280968696875622	0.0008152768339361495	4.0	0.4224575	100000.0	223	False	False	False
ash	f	82.0	27.0	5166.088762626263	82.0	7.7885891589423455	7.507179853800342	0.2814093051420031	0.03450381863870395	4.0	0.019352499999999998	100000.0	109	False	False	False
ash	g	82.0	28.0	4358.44371717437	82.0	6.339475102459684	6.145909801282051	0.19356530117763182	0.02910844808850125	4.0	0.08899750000000001	100000.0	79	False	False	False
ash	h	82.0	29.0	4877.093208854055	82.0	5.936691409180484	5.786005620357014	0.15068578882347003	0.02460176135724757	4.0	0.010685	100000.0	172	False	False	False
ash	i	82.0	30.0	3898.512592639165	82.0	3.1978018128527106	3.2455729479261395	-0.04777113507342892	-0.019968779519471173	4.0	0.8685225	100000.0	479	False	False	False
