,ID,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Continent,Family
4467,HUNZIB,Eurasia,42.17,46.25,NA,huz,NA,Nakh-Daghestanian
4468,INKHOKWARI,Eurasia,42.5,46.5,NA,khv,NA,Nakh-Daghestanian
4469,KARATA,Eurasia,42.58,46.33,NA,kpt,NA,Nakh-Daghestanian
4470,KHWARSHI,Eurasia,42.25,46.17,NA,khv,NA,Nakh-Daghestanian
4471,MOKOK_TSEZ,Eurasia,42.26,45.9,NA,ddo,NA,Nakh-Daghestanian
4472,NORTHERN_AKHVAKH,Eurasia,42.64,46.37,NA,akv,NA,Nakh-Daghestanian
4473,SAGADIN_TSEZ,Eurasia,42.39,45.92,NA,ddo,NA,Nakh-Daghestanian
4474,SOUTHERN_AKHVAKH,Eurasia,42.51,46.33,NA,akv,NA,Nakh-Daghestanian
4475,TINDI,Eurasia,42.37,46.25,NA,tin,NA,Nakh-Daghestanian
4476,TOKITIN_KARATA,Eurasia,43.49,46.62,NA,kpt,NA,Nakh-Daghestanian
4477,TSEZ,Eurasia,42.25,45.75,NA,ddo,NA,Nakh-Daghestanian
4478,TSEZ_2,Eurasia,42.25,45.75,NA,ddo,NA,Nakh-Daghestanian
4479,DARGWA,Eurasia,42.25,47.42,NA,dar,NA,Nakh-Daghestanian
4480,DARGWA_2,Eurasia,42.25,47.42,NA,dar,NA,Nakh-Daghestanian
4481,ICARI_DARGI,Eurasia,42,47.58,NA,dar,NA,Nakh-Daghestanian
4482,KAJTAK_DARGI,Eurasia,42.1,47.8,NA,dar,NA,Nakh-Daghestanian
4483,KUBACHI_DARGI,Eurasia,42.09,47.6,NA,dar,NA,Nakh-Daghestanian
4484,LAK,Eurasia,42.17,47.17,NA,lbe,NA,Nakh-Daghestanian
4485,LAK_2,Eurasia,42.17,47.17,NA,lbe,NA,Nakh-Daghestanian
4486,MUIRI_DARGI,Eurasia,42.16,47.63,NA,dar,NA,Nakh-Daghestanian
4487,SANZHI_DARGI,Eurasia,41.98,47.57,NA,dar,NA,Nakh-Daghestanian
4488,XAJDAK_DARGI,Eurasia,42.12,47.83,NA,dar,NA,Nakh-Daghestanian
4489,AGUL,Eurasia,41.75,47.67,NA,agx,NA,Nakh-Daghestanian
4490,ARCHI,Eurasia,42,46.83,NA,aqc,NA,Nakh-Daghestanian
4491,ARCHI_2,Eurasia,42,46.83,NA,aqc,NA,Nakh-Daghestanian
4492,BUDUKH,Eurasia,41.17,48.42,NA,bdk,NA,Nakh-Daghestanian
4493,KHINALUG,Eurasia,41.17,48.08,NA,kjj,NA,Nakh-Daghestanian
4494,KRYZ,Eurasia,41.08,48,NA,kry,NA,Nakh-Daghestanian
4495,KUBA_LEZGI,Eurasia,41.36,48.51,NA,lez,NA,Nakh-Daghestanian
4496,LEZGI,Eurasia,41.67,47.83,NA,lez,NA,Nakh-Daghestanian
4497,LEZGIAN,Eurasia,41.67,47.83,NA,lez,NA,Nakh-Daghestanian
4498,MIKRAKH_LEZGI,Eurasia,41.37,47.88,NA,lez,NA,Nakh-Daghestanian
4499,NORTHERN_TABASSARAN,Eurasia,41.97,47.9,NA,tab,NA,Nakh-Daghestanian
4500,PROTO_LEZGIAN,Eurasia,,,NA,,NA,NA
4501,RUTUL,Eurasia,41.5,47.42,NA,rut,NA,Nakh-Daghestanian
4502,TABASARAN,Eurasia,41.83,47.92,NA,tab,NA,Nakh-Daghestanian
4503,TSAKHUR,Eurasia,41.67,47.17,NA,tkr,NA,Nakh-Daghestanian
4504,UDI,Eurasia,41,48,NA,udi,NA,Nakh-Daghestanian
4505,AKKIN_CHECHEN,Eurasia,43.25,46.58,NA,che,NA,Nakh-Daghestanian
4506,BATS,Eurasia,42.5,45.5,NA,bbl,NA,Nakh-Daghestanian
4507,CHECHEN,Eurasia,43.25,45.83,NA,che,NA,Nakh-Daghestanian
4508,CHECHEN_2,Eurasia,43.25,45.83,NA,che,NA,Nakh-Daghestanian
4509,INGUSH,Eurasia,43.17,45.08,NA,inh,NA,Nakh-Daghestanian
4510,GEORGIAN,Eurasia,42,44,NA,kat,NA,Kartvelian
4511,GEORGIAN_2,Eurasia,42,44,NA,kat,NA,Kartvelian
4512,LAZ,Eurasia,41.5,41.5,NA,lzz,NA,Kartvelian
4513,MINGRELIAN,Eurasia,42.5,42,NA,xmf,NA,Kartvelian
4514,PROTO_KARTVELIAN,Eurasia,43,42.5,NA,,NA,NA
4515,PROTO_KARTVELIAN_2,Eurasia,43,45,NA,,NA,NA
4516,SVAN,Eurasia,43,42.5,NA,sva,NA,Kartvelian
4517,BURUSHASKI,Eurasia,36.5,74.5,NA,bsk,NA,Burushaski
4518,BURUSHASKI_2,Eurasia,36.5,74.5,NA,bsk,NA,Burushaski
4519,CENTRAL_YASIN_BURUSHASKI,Eurasia,36.5,74.5,NA,bsk,NA,Burushaski
4520,GANISH_HUNZA_BURUSHASKI,Eurasia,36.5,74.5,NA,bsk,NA,Burushaski
4521,HAIDERABAD_HUNZA_BURUSHASKI,Eurasia,36.5,74.5,NA,bsk,NA,Burushaski
4522,HOPER_NAGAR_BURUSHASKI,Eurasia,36.5,74.5,NA,bsk,NA,Burushaski
4523,HUSSAINABAD_HUNZA_BURUSHASKI,Eurasia,36.5,74.5,NA,bsk,NA,Burushaski
4524,MURTAZABAD_HUNZA_BURUSHASKI,Eurasia,36.5,74.5,NA,bsk,NA,Burushaski
4525,NAZIMABAD_HUNZA_BURUSHASKI,Eurasia,36.5,74.5,NA,bsk,NA,Burushaski
4526,UYUM_NAGAR_BURUSHASKI,Eurasia,36.5,74.5,NA,bsk,NA,Burushaski
4527,NAHALI,Eurasia,19.75,77.83,NA,nll,NA,Nihali
4528,NIHALI,Eurasia,19.75,77.83,NA,nll,NA,Nihali
4529,NIHALI_2,Eurasia,19.75,77.83,NA,nll,NA,Nihali
4530,KUSUNDA,Eurasia,28,84.67,NA,kgg,NA,Kusunda
4531,KUSUNDA_2,Eurasia,28,84.67,NA,kgg,NA,Kusunda
4532,SUMERIAN,Eurasia,31.32,45.95,NA,sux,NA,Sumerian
4533,ELAMITE,Eurasia,33.63,46.42,NA,elx,NA,Elamite
4534,KOLAMI,Eurasia,20,78.5,NA,kfb,NA,Dravidian
4535,MADHILI_GADABA,Eurasia,18.28,83.38,NA,gau,NA,Dravidian
4536,NORTHWESTERN_KOLAMI,Eurasia,20,78.5,NA,kfb,NA,Dravidian
4537,OLLARI_GADBA,Eurasia,18.6,82.76,NA,gdb,NA,Dravidian
4538,PARJI,Eurasia,19.5,82.5,NA,pci,NA,Dravidian
4539,PARJI_2,Eurasia,19.5,82.5,NA,pci,NA,Dravidian
4540,PARJI_3,Eurasia,19.5,82.5,NA,pci,NA,Dravidian
4541,BRAHUI,Eurasia,28.5,67,NA,brh,NA,Dravidian
4542,BRAHUI_2,Eurasia,28.5,67,NA,brh,NA,Dravidian
4543,KUMARBHAG_PAHARIA,Eurasia,25,87.33,NA,kmj,NA,Dravidian
4544,KURUKH,Eurasia,22.83,85.5,NA,kru,NA,Dravidian
4545,KURUKH_2,Eurasia,22.83,85.5,NA,kru,NA,Dravidian
4546,KURUX_NEPALI,Eurasia,26.6,86,NA,kxl,NA,Dravidian
4547,MALTO,Eurasia,24.81,87.64,NA,mjt,NA,Dravidian
4548,SAURIA_PAHARIA,Eurasia,25,87.33,NA,mjt,NA,Dravidian
4549,ABUJHMARIA,Eurasia,19.5,81,NA,mrr,NA,Dravidian
4550,ADILABAD_GONDI,Eurasia,19,81,NA,wsg,NA,Dravidian
4551,CHENCHU,Eurasia,15.88,79.25,NA,cde,NA,Dravidian
4552,DORLI_GONDI,Eurasia,17.5,81.33,NA,kff,NA,Dravidian
4553,GONDI,Eurasia,18.16,81.38,NA,gno,NA,Dravidian
4554,HILL_MARIA_GONDI,Eurasia,19.5,81,NA,mrr,NA,Dravidian
4555,KOYA_INDIA,Eurasia,17.5,81.33,NA,kff,NA,Dravidian
4556,KUI,Eurasia,20,83.5,NA,kxu,NA,Dravidian
4557,KUVI,Eurasia,18.75,82.67,NA,kxv,NA,Dravidian
4558,KUWI,Eurasia,18.75,82.67,NA,kxv,NA,Dravidian
4559,MANDA_INDIA,Eurasia,19.83,83.83,NA,mha,NA,Dravidian
4560,NORTH_BASTAR_GONDI,Eurasia,20,81,NA,esg,NA,Dravidian
4561,NORTHERN_GONDI,Eurasia,19,81,NA,gno,NA,Dravidian
4562,PENGO,Eurasia,19.83,83.83,NA,peg,NA,Dravidian
4563,SOUTH_BASTAR_GONDI,Eurasia,19.25,81.67,NA,daq,NA,Dravidian
4564,SOUTH_EASTERN_GONDI,Eurasia,19,81,NA,esg,NA,Dravidian
4565,SOUTHERN_GONDI,Eurasia,18.75,80.2,NA,wsg,NA,Dravidian
4566,SOUTHERN_GONDI_2,Eurasia,19,81,NA,wsg,NA,Dravidian
4567,TELUGU,Eurasia,16,79,NA,tel,NA,Dravidian
4568,TELUGU_2,Eurasia,16,79,NA,tel,NA,Dravidian
4569,TELUGU_3,Eurasia,16,79,NA,tel,NA,Dravidian
4570,TELUGU_4,Eurasia,16,79,NA,tel,NA,Dravidian
4571,WESTERN_GONDI,Eurasia,19,81,NA,gno,NA,Dravidian
4572,WESTERN_MURIA,Eurasia,20.24,80.7,NA,mut,NA,Dravidian
4573,BADAGA,Eurasia,11.67,76.75,NA,bfq,NA,Dravidian
4574,BADGA,Eurasia,11.67,76.75,NA,bfq,NA,Dravidian
4575,BETTA_KURUMBA,Eurasia,11.48,76.73,NA,xub,NA,Dravidian
4576,BETTA_KURUMBA_2,Eurasia,11.64,76.61,NA,xub,NA,Dravidian
4577,IRULA,Eurasia,10.9,76.8,NA,iru,NA,Dravidian
4578,KANNADA,Eurasia,14,76,NA,kan,NA,Dravidian
4579,KANNADA_2,Eurasia,14,76,NA,kan,NA,Dravidian
4580,KANNADA_3,Eurasia,14,76,NA,kan,NA,Dravidian
4581,KODAVA,Eurasia,12.17,76.83,NA,kfa,NA,Dravidian
4582,KORAGA_KORRA,Eurasia,13.27,74.97,NA,kfd,NA,Dravidian
4583,KOTA_INDIA,Eurasia,11.5,77.17,NA,kfe,NA,Dravidian
4584,KURUMBA_ALU,Eurasia,11.37,77,NA,xua,NA,Dravidian
4585,MALAYALAM,Eurasia,10,76.5,NA,mal,NA,Dravidian
4586,MALAYALAM_2,Eurasia,10,76.5,NA,mal,NA,Dravidian
4587,MALAYALAM_3,Eurasia,10,76.5,NA,mal,NA,Dravidian
4588,MUTHUVAN,Eurasia,10.35,76.73,NA,muv,NA,Dravidian
4589,OLD_TAMIL,Eurasia,11,78,NA,oty,NA,Dravidian
4590,PALIYAN,Eurasia,10.09,77.19,NA,pcf,NA,Dravidian
4591,RAVULA,Eurasia,12.72,75.37,NA,yea,NA,Dravidian
4592,SHOLAGA,Eurasia,11.95,77.22,NA,sle,NA,Dravidian
4593,TAMIL,Eurasia,11,78.5,NA,tam,NA,Dravidian
4594,TAMIL_2,Eurasia,11,78.5,NA,tam,NA,Dravidian
4595,TAMIL_3,Eurasia,11,78.5,NA,tam,NA,Dravidian
4596,TODA,Eurasia,11.42,76.75,NA,tcx,NA,Dravidian
4597,TODA_2,Eurasia,11.42,76.75,NA,tcx,NA,Dravidian
4598,TULU_INDIA,Eurasia,12.75,75.33,NA,tcy,NA,Dravidian
4599,TULU_INDIA_2,Eurasia,12.75,75.33,NA,tcy,NA,Dravidian
4600,ULLATAN,Eurasia,9.47,77.09,NA,ull,NA,Dravidian
4601,WADDAR,Eurasia,19.88,77.17,NA,wbq,NA,Dravidian
4602,YERUKULA,Eurasia,17.37,81.97,NA,yeu,NA,Dravidian
4603,YERUVA,Eurasia,12.32,75.63,NA,yea,NA,Dravidian
4604,DASHI_BAI,Eurasia,26.31,100.22,NA,bca,NA,Sino-Tibetan
4605,EGA_BAI,Eurasia,26.69,98.9,NA,bfc,NA,Sino-Tibetan
4606,ENQI_BAI,Eurasia,26.47,99.13,NA,bfc,NA,Sino-Tibetan
4607,ERYUAN_BAI,Eurasia,26.11,99.95,NA,bca,NA,Sino-Tibetan
4608,GONGXING_BAI,Eurasia,27.08,99.17,NA,bfc,NA,Sino-Tibetan
4609,HEDIAN_BAI,Eurasia,25.47,100.55,NA,bfs,NA,Sino-Tibetan
4610,HEQING_BAI,Eurasia,26.56,100.18,NA,bca,NA,Sino-Tibetan
4611,JIANCHUAN_BAI,Eurasia,26.54,99.91,NA,bca,NA,Sino-Tibetan
4612,JIANCHUAN_BAI_2,Eurasia,26.42,99.74,NA,bca,NA,Sino-Tibetan
4613,JINDING_BAI,Eurasia,26.45,99.41,NA,bfc,NA,Sino-Tibetan
4614,JINDUN_BAI,Eurasia,26.55,100.17,NA,bca,NA,Sino-Tibetan
4615,JINMAN_BAI,Eurasia,26.5,98.9,NA,bfc,NA,Sino-Tibetan
4616,JINXING_BAI,Eurasia,25.67,99.95,NA,bca,NA,Sino-Tibetan
4617,LANPING_BAI,Eurasia,26.45,99.42,NA,bfc,NA,Sino-Tibetan
4618,LONGMEN_BAI,Eurasia,26.53,99.9,NA,bca,NA,Sino-Tibetan
4619,LUOBENZHUO_BAI,Eurasia,26.42,98.9,NA,bfc,NA,Sino-Tibetan
4620,LUOBENZHUO_BAI_2,Eurasia,26.42,98.9,NA,bfc,NA,Sino-Tibetan
4621,MAZHELONG_BAI,Eurasia,25.88,99.38,NA,bfs,NA,Sino-Tibetan
4622,QILIQIAO_BAI,Eurasia,25.64,100.18,NA,bfs,NA,Sino-Tibetan
4623,QILIQIAO_BAI_2,Eurasia,25.66,100.17,NA,bfs,NA,Sino-Tibetan
4624,SHI_BAI,Eurasia,25.88,99.38,NA,bca,NA,Sino-Tibetan
4625,TUOLUO_BAI,Eurasia,27.03,99.14,NA,bfc,NA,Sino-Tibetan
4626,XIANGYUN_BAI,Eurasia,25.47,100.56,NA,bfs,NA,Sino-Tibetan
4627,XISHAN_BAI,Eurasia,26.11,99.93,NA,bca,NA,Sino-Tibetan
4628,YUNLONG_BAI,Eurasia,25.89,99.37,NA,bca,NA,Sino-Tibetan
4629,ZHAOZHUANG_BAI,Eurasia,25.56,100.26,NA,bfs,NA,Sino-Tibetan
4630,ZHOUCHENG_BAI,Eurasia,25.89,100.1,NA,bfs,NA,Sino-Tibetan
4631,ZHOUCHENG_BAI_2,Eurasia,25.74,100.58,NA,bfs,NA,Sino-Tibetan
4632,NORTHERN_BAIMA,Eurasia,32.91,104.46,NA,bqh,NA,Sino-Tibetan
4633,NYAMKAD,Eurasia,32,78.5,NA,tpq,NA,Sino-Tibetan
4634,SOUTHERN_BAIMA,Eurasia,30.43,104.64,NA,bqh,NA,Sino-Tibetan
4635,WUJIAO_BAIMA,Eurasia,33,104.22,NA,bqh,NA,Sino-Tibetan
4636,BUMTHANGKHA,Eurasia,27.65,90.8,NA,kjz,NA,Sino-Tibetan
4637,BUNAN,Eurasia,32.5,77,NA,bfu,NA,Sino-Tibetan
4638,BYANSI,Eurasia,30.17,80.5,NA,bee,NA,Sino-Tibetan
4639,CHALIKHA,Eurasia,27.32,91.26,NA,tgf,NA,Sino-Tibetan
4640,CHANTYAL,Eurasia,28.58,83.42,NA,chx,NA,Sino-Tibetan
4641,CHAUDANGSI,Eurasia,29.7,80.48,NA,cdn,NA,Sino-Tibetan
4642,CHORBAT_BALTI,Eurasia,35,76,NA,bft,NA,Sino-Tibetan
4643,DAKPAKHA,Eurasia,27.38,91.82,NA,dka,NA,Sino-Tibetan
4644,DARMIYA,Eurasia,30,79.75,NA,drd,NA,Sino-Tibetan
4645,DZONGKHA,Eurasia,27.5,89.6,NA,dzo,NA,Sino-Tibetan
4646,EASTERN_BALTI,Eurasia,34.23,77.92,NA,bft,NA,Sino-Tibetan
4647,EASTERN_TAMANG,Eurasia,27.5,85.67,NA,tge,NA,Sino-Tibetan
4648,GHACHOK,Eurasia,29,83,NA,gvr,NA,Sino-Tibetan
4649,GONGDUK,Eurasia,27.07,91.17,NA,goe,NA,Sino-Tibetan
4650,GURUNG,Eurasia,28.33,84.33,NA,gvr,NA,Sino-Tibetan
4651,GURUNG_WESTERN,Eurasia,29,83,NA,gvr,NA,Sino-Tibetan
4652,HELAMBU_SHERPA,Eurasia,27.92,85.63,NA,scp,NA,Sino-Tibetan
4653,HUMLA,Eurasia,30.15,81.57,NA,hut,NA,Sino-Tibetan
4654,JAD_INDIA,Eurasia,30.24,79.15,NA,jda,NA,Sino-Tibetan
4655,JIREL,Eurasia,27.7,86.3,NA,jul,NA,Sino-Tibetan
4656,JOHARI,Eurasia,29.23,80.08,NA,rgk,NA,Sino-Tibetan
4657,KAGATE,Eurasia,27.45,86.17,NA,syw,NA,Sino-Tibetan
4658,KAIKE,Eurasia,28.85,83.15,NA,kzq,NA,Sino-Tibetan
4659,KANASHI,Eurasia,32.08,77.25,NA,xns,NA,Sino-Tibetan
4660,KARGIL_BALTI,Eurasia,35,76,NA,bft,NA,Sino-Tibetan
4661,KHAPALU_BALTI,Eurasia,35,76,NA,bft,NA,Sino-Tibetan
4662,KHARMANG_BALTI,Eurasia,35,76,NA,bft,NA,Sino-Tibetan
4663,KINNAURI,Eurasia,31.5,78,NA,kfk,NA,Sino-Tibetan
4664,KURTOP,Eurasia,27.54,90.98,NA,xkz,NA,Sino-Tibetan
4665,KYIRONG,Eurasia,28.25,85.4,NA,kgy,NA,Sino-Tibetan
4666,LADAKHI,Eurasia,34,78,NA,lbj,NA,Sino-Tibetan
4667,LHASA_TIBETAN,Eurasia,29.65,91.1,NA,bod,NA,Sino-Tibetan
4668,LHOMI,Eurasia,27.67,87.42,NA,lhm,NA,Sino-Tibetan
4669,LOWA,Eurasia,28.83,83.83,NA,loy,NA,Sino-Tibetan
4670,MANANGE,Eurasia,28.4,84.01,NA,nmm,NA,Sino-Tibetan
4671,MAQU_TIBETAN,Eurasia,34,102.07,NA,adx,NA,Sino-Tibetan
4672,MARPHATAN_THAKALI,Eurasia,29,83.45,NA,ths,NA,Sino-Tibetan
4673,MUGOM,Eurasia,30.9,79.47,NA,muk,NA,Sino-Tibetan
4674,PATTANI,Eurasia,32.75,76.75,NA,lae,NA,Sino-Tibetan
4675,PROTO_WESTERN_TIBETAN,Eurasia,34.56,76.67,NA,,NA,NA
4676,PURIK,Eurasia,34.67,76,NA,prx,NA,Sino-Tibetan
4677,RANG_PAS,Eurasia,30.33,79.33,NA,bod,NA,Sino-Tibetan
4678,RGYALTHANG,Eurasia,28.47,98.65,NA,khg,NA,Sino-Tibetan
4679,RONDU_BALTI,Eurasia,35,76,NA,bft,NA,Sino-Tibetan
4680,RONGPO,Eurasia,30.25,79.58,NA,rnp,NA,Sino-Tibetan
4681,SHERPA,Eurasia,27.75,86.83,NA,xsr,NA,Sino-Tibetan
4682,SHIGAR_BALTI,Eurasia,35,76,NA,bft,NA,Sino-Tibetan
4683,SIKKIMESE,Eurasia,27.83,88.5,NA,sip,NA,Sino-Tibetan
4684,SKARDU_BALTI,Eurasia,35,76,NA,bft,NA,Sino-Tibetan
4685,SPITI_BHOTI,Eurasia,31.1,77.17,NA,spt,NA,Sino-Tibetan
4686,SPITIAN,Eurasia,32.53,77.83,NA,spt,NA,Sino-Tibetan
4687,TAMANG,Eurasia,28,85.25,NA,taj,NA,Sino-Tibetan
4688,TANGBE,Eurasia,28.92,83.75,NA,skj,NA,Sino-Tibetan
4689,THAKALI,Eurasia,29,83.75,NA,ths,NA,Sino-Tibetan
4690,TIBETAN_CENTRAL,Eurasia,30,91,NA,bod,NA,Sino-Tibetan
4691,TIBETAN_LHASA,Eurasia,30,91,NA,bod,NA,Sino-Tibetan
4692,TIBETAN_WRITTEN,Eurasia,30,91,NA,bod,NA,Sino-Tibetan
4693,TINANI,Eurasia,32.33,77.17,NA,lbf,NA,Sino-Tibetan
4694,TOD,Eurasia,32.42,77.25,NA,sbu,NA,Sino-Tibetan
4695,TSHANGLA,Eurasia,27.83,92.17,NA,tsj,NA,Sino-Tibetan
4696,WESTERN_BALTI,Eurasia,35.3,75.62,NA,bft,NA,Sino-Tibetan
4697,WESTERN_TAMANG,Eurasia,28.02,85.06,NA,tdg,NA,Sino-Tibetan
4698,A_TONG,Eurasia,26,93,NA,aot,NA,Sino-Tibetan
4699,BODO_INDIA,Eurasia,26.83,92,NA,brx,NA,Sino-Tibetan
4700,DEURI,Eurasia,26,90.25,NA,der,NA,Sino-Tibetan
4701,DIMASA,Eurasia,25.5,93,NA,dis,NA,Sino-Tibetan
4702,GARO,Eurasia,25.67,90.5,NA,grt,NA,Sino-Tibetan
4703,KACHARI,Eurasia,26.5,91,NA,xac,NA,Sino-Tibetan
4704,KOK_BOROK_2,Eurasia,24.33,92.5,NA,trp,NA,Sino-Tibetan
4705,PROTO_BODO,Eurasia,25.83,91.75,NA,,NA,NA
4706,RABHA,Eurasia,26.34,93.91,NA,rah,NA,Sino-Tibetan
4707,RIANG,Eurasia,23.68,92.03,NA,ria,NA,Sino-Tibetan
4708,TIPPERA_TONGPAI,Eurasia,23.59,92.07,NA,tpe,NA,Sino-Tibetan
4709,TIWA,Eurasia,26.22,92.32,NA,lax,NA,Sino-Tibetan
4710,USUI,Eurasia,23.01,91.79,NA,usi,NA,Sino-Tibetan
4711,WANANG,Eurasia,25.57,91.88,NA,kdq,NA,Sino-Tibetan
4712,ACHANG,Eurasia,25,98.5,NA,acn,NA,Sino-Tibetan
4713,AKHA,Eurasia,21.83,99.83,NA,ahk,NA,Sino-Tibetan
4714,BISU,Eurasia,19.75,100,NA,bzi,NA,Sino-Tibetan
4715,BIYUE,Eurasia,23,102.5,NA,byo,NA,Sino-Tibetan
4716,BURMESE,Eurasia,21,96,NA,mya,NA,Sino-Tibetan
4717,CAIYUAN_BIYO,Eurasia,23.02,101.33,NA,byo,NA,Sino-Tibetan
4718,DAFANG,Eurasia,27.15,105.6,NA,yig,NA,Sino-Tibetan
4719,DAZHAI_HANI,Eurasia,27.23,102.92,NA,hni,NA,Sino-Tibetan
4720,ENU,Eurasia,23.12,101.75,NA,enu,NA,Sino-Tibetan
4721,GELANGHE_AKHA,Eurasia,21.86,100.57,NA,ahk,NA,Sino-Tibetan
4722,GONG,Eurasia,14.25,100.08,NA,ugo,NA,Sino-Tibetan
4723,HPON,Eurasia,24.3,97.23,NA,hpo,NA,Sino-Tibetan
4724,JINO,Eurasia,22,101,NA,jiu,NA,Sino-Tibetan
4725,KADUO,Eurasia,22.25,101.83,NA,ktp,NA,Sino-Tibetan
4726,KATSO,Eurasia,24.15,102.66,NA,kaf,NA,Sino-Tibetan
4727,LAHU,Eurasia,20,98.17,NA,lhu,NA,Sino-Tibetan
4728,LAHU_2,Eurasia,20,98.17,NA,lhu,NA,Sino-Tibetan
4729,LALO,Eurasia,25,100.25,NA,ywt,NA,Sino-Tibetan
4730,LASHI,Eurasia,25.95,98.38,NA,lsi,NA,Sino-Tibetan
4731,LASHI_2,Eurasia,24.18,97.79,NA,lsi,NA,Sino-Tibetan
4732,LISU,Eurasia,26,98,NA,lis,NA,Sino-Tibetan
4733,LISU_2,Eurasia,26.1,98,NA,lis,NA,Sino-Tibetan
4734,LOLOPO,Eurasia,24,104,NA,ycl,NA,Sino-Tibetan
4735,MARMA,Eurasia,21.45,92.6,NA,rmz,NA,Sino-Tibetan
4736,MARU,Eurasia,23.5,98.5,NA,mhx,NA,Sino-Tibetan
4737,MOJIANG_HONI,Eurasia,23.42,101.73,NA,how,NA,Sino-Tibetan
4738,MPI,Eurasia,18.15,100.3,NA,mpz,NA,Sino-Tibetan
4739,NANJIANG,Eurasia,25,100.25,NA,ywt,NA,Sino-Tibetan
4740,NUOSU_YI,Eurasia,27.88,102.27,NA,iii,NA,Sino-Tibetan
4741,NUSU,Eurasia,26.75,99,NA,nuf,NA,Sino-Tibetan
4742,PELA,Eurasia,24.35,98.35,NA,bxd,NA,Sino-Tibetan
4743,PHANA,Eurasia,21.94,101.98,NA,phq,NA,Sino-Tibetan
4744,PHUNOI,Eurasia,21.67,102.08,NA,pho,NA,Sino-Tibetan
4745,PROTO_LOLO_BURMESE,Eurasia,,,NA,,NA,NA
4746,PROTO_LOLO_BURMESE_2,Eurasia,,,NA,,NA,NA
4747,PROTO_NISOIC,Eurasia,,,NA,,NA,NA
4748,SANI_YI,Eurasia,24.75,103.33,NA,ysn,NA,Sino-Tibetan
4749,SHUIGUI_HONI,Eurasia,23.44,101.75,NA,how,NA,Sino-Tibetan
4750,WUDING_LUQUAN_YI,Eurasia,25.48,102.48,NA,ywq,NA,Sino-Tibetan
4751,XIANDAO,Eurasia,25.35,100.32,NA,acn,NA,Sino-Tibetan
4752,XIDE,Eurasia,28.31,102.44,NA,iii,NA,Sino-Tibetan
4753,YANGON_BURMESE,Eurasia,16.8,96.15,NA,mya,NA,Sino-Tibetan
4754,YAOAN_LOLO,Eurasia,24,104,NA,ycl,NA,Sino-Tibetan
4755,ZAIWA,Eurasia,24.33,98,NA,atb,NA,Sino-Tibetan
4756,AMOY_MINNAN_CHINESE,Eurasia,25,118,NA,nan,NA,Sino-Tibetan
4757,CANTONESE,Eurasia,23,113,NA,yue,NA,Sino-Tibetan
4758,CHAOYANG_CHINESE,Eurasia,23.25,116.58,NA,nan,NA,Sino-Tibetan
4759,DONGSHAN_CHINESE,Eurasia,23.7,117.42,NA,nan,NA,Sino-Tibetan
4760,DUNGAN,Eurasia,42.86,74.3,NA,dng,NA,Sino-Tibetan
4761,FUZHOU,Eurasia,26,119.5,NA,cdo,NA,Sino-Tibetan
4762,FUZHOU_CHINESE,Eurasia,26.08,119.31,NA,cdo,NA,Sino-Tibetan
4763,GAN_ANYI,Eurasia,28.84,115.54,NA,gan,NA,Sino-Tibetan
4764,GAN_CHALING,Eurasia,26.77,113.53,NA,gan,NA,Sino-Tibetan
4765,GAN_DUCHANG,Eurasia,29.27,116.21,NA,gan,NA,Sino-Tibetan
4766,GAN_GAOAN,Eurasia,28.42,115.38,NA,gan,NA,Sino-Tibetan
4767,GAN_JIANNING,Eurasia,26.83,116.84,NA,gan,NA,Sino-Tibetan
4768,GAN_JISHUI,Eurasia,27.22,115.13,NA,gan,NA,Sino-Tibetan
4769,GAN_LICHUAN,Eurasia,27.3,116.92,NA,gan,NA,Sino-Tibetan
4770,GAN_LILING,Eurasia,27.64,113.49,NA,gan,NA,Sino-Tibetan
4771,GAN_NANCHANG,Eurasia,28.68,115.85,NA,gan,NA,Sino-Tibetan
4772,GAN_NANCHENG,Eurasia,27.57,116.64,NA,gan,NA,Sino-Tibetan
4773,GAN_PINGJIANG,Eurasia,28.7,113.58,NA,gan,NA,Sino-Tibetan
4774,GAN_PINGXIANG,Eurasia,27.63,113.85,NA,gan,NA,Sino-Tibetan
4775,GAN_SHAOWU,Eurasia,27.34,117.49,NA,gan,NA,Sino-Tibetan
4776,GAN_SUSONG,Eurasia,29.47,115.53,NA,gan,NA,Sino-Tibetan
4777,GAN_XIANNING,Eurasia,29.39,114.06,NA,gan,NA,Sino-Tibetan
4778,GAN_XINYU,Eurasia,27.8,114.94,NA,gan,NA,Sino-Tibetan
4779,GAN_XIUSHUI,Eurasia,29.02,114.54,NA,gan,NA,Sino-Tibetan
4780,GAN_YANGXIN,Eurasia,29.83,115.21,NA,gan,NA,Sino-Tibetan
4781,GAN_YIFENG,Eurasia,28.39,114.8,NA,gan,NA,Sino-Tibetan
4782,GAN_YIYANG,Eurasia,28.37,117.44,NA,gan,NA,Sino-Tibetan
4783,GAN_YONGXIN,Eurasia,26.94,114.24,NA,gan,NA,Sino-Tibetan
4784,GAN_YUGAN,Eurasia,28.7,116.69,NA,gan,NA,Sino-Tibetan
4785,HAINAN_MINNAN_CHINESE,Eurasia,20.04,110.34,NA,nan,NA,Sino-Tibetan
