,ID,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Continent,Family
4125,SARDINIAN,Eurasia,40,9,NA,,NA,Indo-European
4126,SARDINIAN_CAMPIDANESE,Eurasia,39.06,9.04,NA,sro,NA,Indo-European
4127,SARDINIAN_LOGUDARESE,Eurasia,40.5,9.1,NA,src,NA,Indo-European
4128,SASSARESE,Eurasia,40.81,8.62,NA,sdc,NA,Indo-European
4129,SICILIAN_UnnamedInSource,Eurasia,37.5,14,NA,scn,NA,Indo-European
4130,SPANISH,Eurasia,40,-4,NA,spa,NA,Indo-European
4131,SPANISH_2,Eurasia,40,-4,NA,spa,NA,Indo-European
4132,TURIA_AROMANIAN,Eurasia,40,20.75,NA,rup,NA,Indo-European
4133,VALENCIAN,Eurasia,39.47,-0.38,NA,cat,NA,Indo-European
4134,VLACH,Eurasia,39.67,21.33,NA,rup,NA,Indo-European
4135,WALLOON,Eurasia,50.22,5.15,NA,wln,NA,Indo-European
4136,WALLOON_2,Eurasia,50.22,5.15,NA,wln,NA,Indo-European
4137,BELARUSIAN,Eurasia,54,28,NA,bel,NA,Indo-European
4138,BELARUSIAN_2,Eurasia,54,28,NA,bel,NA,Indo-European
4139,BOSNIAN,Eurasia,43,18,NA,bos,NA,Indo-European
4140,BULGARIAN,Eurasia,42.5,25,NA,bul,NA,Indo-European
4141,BULGARIAN_2,Eurasia,42.5,25,NA,bul,NA,Indo-European
4142,CROATIAN,Eurasia,45.82,15.98,NA,hrv,NA,Indo-European
4143,CROATIAN_2,Eurasia,46,16,NA,hrv,NA,Indo-European
4144,CZECH,Eurasia,50,15,NA,ces,NA,Indo-European
4145,CZECH_2,Eurasia,50,15,NA,ces,NA,Indo-European
4146,KASHUBIAN,Eurasia,54,18,NA,csb,NA,Indo-European
4147,LOWER_SORBIAN,Eurasia,51.75,14.33,NA,dsb,NA,Indo-European
4148,LOWER_SORBIAN_2,Eurasia,51.75,14.33,NA,dsb,NA,Indo-European
4149,MACEDONIAN,Eurasia,41.67,21.75,NA,mkd,NA,Indo-European
4150,NASHTA,Eurasia,40.74,22.98,NA,mkd,NA,Indo-European
4151,NINILCHIK_RUSSIAN,Eurasia,59.99,-151.54,NA,rus,NA,Indo-European
4152,OLD_CHURCH_SLAVONIC,Eurasia,40.63,22.95,NA,chu,NA,Indo-European
4153,POLABIAN,Eurasia,51,12.83,NA,pox,NA,Indo-European
4154,POLISH,Eurasia,52,20,NA,pol,NA,Indo-European
4155,POLISH_2,Eurasia,52,20,NA,pol,NA,Indo-European
4156,RUSSIAN,Eurasia,56,38,NA,rus,NA,Indo-European
4157,RUSSIAN_2,Eurasia,56,38,NA,rus,NA,Indo-European
4158,SERBOCROATIAN,Eurasia,44,19,NA,hbs,NA,Indo-European
4159,SLOVAK,Eurasia,49,20,NA,slk,NA,Indo-European
4160,SLOVAK_2,Eurasia,49,20,NA,slk,NA,Indo-European
4161,SLOVENIAN,Eurasia,46,15,NA,slv,NA,Indo-European
4162,SLOVENIAN_2,Eurasia,46,15,NA,slv,NA,Indo-European
4163,UKRAINIAN,Eurasia,49,33,NA,ukr,NA,Indo-European
4164,UKRAINIAN_2,Eurasia,49,33,NA,ukr,NA,Indo-European
4165,UPPER_SORBIAN,Eurasia,51.83,14.5,NA,hsb,NA,Indo-European
4166,COMMON_TOCHARIAN,Eurasia,41.65,82.9,NA,,NA,Indo-European
4167,TOCHARIAN_A,Eurasia,42.98,89.18,NA,xto,NA,Indo-European
4168,TOCHARIAN_B,Eurasia,41.65,82.9,NA,txb,NA,Indo-European
4169,ESTONIAN,Eurasia,59,26,NA,ekk,NA,Uralic
4170,ESTONIAN_2,Eurasia,59,26,NA,ekk,NA,Uralic
4171,ESTONIAN_3,Eurasia,59,26,NA,ekk,NA,Uralic
4172,ESTONIAN_4,Eurasia,58.55,25.82,NA,ekk,NA,Uralic
4173,ESTONIAN_VORO,Eurasia,57.85,27,NA,vro,NA,Uralic
4174,FINNISH,Eurasia,62,25,NA,fin,NA,Uralic
4175,FINNISH_2,Eurasia,62,25,NA,fin,NA,Uralic
4176,INGRIAN,Eurasia,59,29,NA,izh,NA,Uralic
4177,KARELIAN,Eurasia,64,32,NA,krl,NA,Uralic
4178,LIVE,Eurasia,56.83,24,NA,liv,NA,Uralic
4179,LIVONIAN,Eurasia,56.83,24,NA,liv,NA,Uralic
4180,NORTH_KARELIAN,Eurasia,64,32,NA,krl,NA,Uralic
4181,OLONETS_KARELIAN,Eurasia,62,32,NA,olo,NA,Uralic
4182,VEPS,Eurasia,60,35,NA,vep,NA,Uralic
4183,VEPS_2,Eurasia,60,35,NA,vep,NA,Uralic
4184,VOTIC,Eurasia,59.5,30,NA,vot,NA,Uralic
4185,HILL_MARI,Eurasia,57,58,NA,mrj,NA,Uralic
4186,MEADOW_MARI,Eurasia,57,48,NA,mhr,NA,Uralic
4187,MEADOW_MARI_2,Eurasia,57,48,NA,mhr,NA,Uralic
4188,TSCHEREMISSISCH_KOZMODEMJANSK,Eurasia,57,58,NA,mrj,NA,Uralic
4189,TSCHEREMISSISCH_URZUM,Eurasia,57,48,NA,mhr,NA,Uralic
4190,ERZYA,Eurasia,53,45.5,NA,myv,NA,Uralic
4191,ERZYA_2,Eurasia,53,45.5,NA,myv,NA,Uralic
4192,MOKSCHA_MORDWINISCH,Eurasia,54,44,NA,mdf,NA,Uralic
4193,MOKSHA,Eurasia,54,44,NA,mdf,NA,Uralic
4194,KOMI_PERMYAK,Eurasia,59.5,54.5,NA,koi,NA,Uralic
4195,KOMI_PERMYAK_2,Eurasia,59.5,54.5,NA,koi,NA,Uralic
4196,KOMI_ZYRIAN,Eurasia,65,55,NA,kpv,NA,Uralic
4197,KOMI_ZYRIAN_2,Eurasia,65,55,NA,kpv,NA,Uralic
4198,UDMURT,Eurasia,57.5,52.5,NA,udm,NA,Uralic
4199,UDMURT_2,Eurasia,57.5,52.5,NA,udm,NA,Uralic
4200,AKKALA_SAMI,Eurasia,67.86,32.4,NA,sia,NA,Uralic
4201,INARI_SAAMI,Eurasia,69,28,NA,smn,NA,Uralic
4202,INARI_SAAMI_2,Eurasia,69,28,NA,smn,NA,Uralic
4203,KILDIN_SAAMI,Eurasia,67,37,NA,sjd,NA,Uralic
4204,KILDIN_SAAMI_2,Eurasia,67,37,NA,sjd,NA,Uralic
4205,LULE_SAAMI,Eurasia,67.25,20.67,NA,smj,NA,Uralic
4206,LULE_SAAMI_2,Eurasia,67.25,20.67,NA,smj,NA,Uralic
4207,NORTH_SAAMI,Eurasia,69,24,NA,sme,NA,Uralic
4208,NORTHERN_SAAMI,Eurasia,69,24,NA,sme,NA,Uralic
4209,SKOLT_SAAMI,Eurasia,68,30,NA,sms,NA,Uralic
4210,SKOLT_SAAMI_2,Eurasia,68,30,NA,sms,NA,Uralic
4211,SOUTH_SAAMI,Eurasia,64.67,16.75,NA,sma,NA,Uralic
4212,SOUTHERN_SAAMI,Eurasia,64.67,16.75,NA,sma,NA,Uralic
4213,FOREST_ENETS,Eurasia,67.5,86.5,NA,enf,NA,Uralic
4214,FOREST_ENETS_2,Eurasia,67.5,86.5,NA,enf,NA,Uralic
4215,KAMAS,Eurasia,52,92,NA,xas,NA,Uralic
4216,KARAGASSISCH,Eurasia,53,100,NA,mtm,NA,Uralic
4217,MATORISCH,Eurasia,53,100,NA,mtm,NA,Uralic
4218,NENETS,Eurasia,69,72,NA,yrk,NA,Uralic
4219,NGANASAN,Eurasia,71,93,NA,nio,NA,Uralic
4220,NGANASAN_2,Eurasia,71,93,NA,nio,NA,Uralic
4221,NORTHERN_SELKUP,Eurasia,65,82,NA,sel,NA,Uralic
4222,PROTO_SAMOJEDISCH,Eurasia,,,NA,,NA,NA
4223,SELKUP,Eurasia,65,82,NA,sel,NA,Uralic
4224,TUNDRA_NENETS,Eurasia,69,72,NA,yrk,NA,Uralic
4225,CSANGO,Eurasia,46.57,26.67,NA,hun,NA,Uralic
4226,HUNGARIAN,Eurasia,47,20,NA,hun,NA,Uralic
4227,HUNGARIAN_2,Eurasia,47,20,NA,hun,NA,Uralic
4228,KHANTY,Eurasia,65,65,NA,kca,NA,Uralic
4229,MANSI,Eurasia,62,62,NA,mns,NA,Uralic
4230,NORTHERN_KHANTY,Eurasia,65,65,NA,kca,NA,Uralic
4231,NORTHERN_MANSI,Eurasia,62,62,NA,mns,NA,Uralic
4232,PROTO_URALIC,Eurasia,60,60,NA,,NA,NA
4233,PROTO_URALIC_2,Eurasia,,,NA,,NA,NA
4234,BONAN,Eurasia,36,102.5,NA,peh,NA,Mongolic
4235,BURIAT_MONGOLIA,Eurasia,52,108,NA,bxm,NA,Mongolic
4236,BURIAT_RUSSIA,Eurasia,51,106,NA,bxr,NA,Mongolic
4237,BURIAT_RUSSIA_2,Eurasia,51,106,NA,bxr,NA,Mongolic
4238,DAUR,Eurasia,48,124,NA,dta,NA,Mongolic
4239,KALAQIN,Eurasia,41.92,118.7,NA,mvf,NA,Mongolic
4240,KALMYK,Eurasia,46.32,44.27,NA,xal,NA,Mongolic
4241,KALMYK_2,Eurasia,44,83,NA,xal,NA,Mongolic
4242,KANGJIA,Eurasia,35.41,102.08,NA,kxs,NA,Mongolic
4243,KHALKHA_MONGOLIAN,Eurasia,47,105,NA,khk,NA,Mongolic
4244,KHAMNIGAN_MONGOL,Eurasia,49,117,NA,,NA,Mongolic
4245,MOGHOL,Eurasia,35,62,NA,mhj,NA,Mongolic
4246,MONGOLIAN,Eurasia,47,105,NA,khk,NA,Mongolic
4247,MONGUOR,Eurasia,36,102,NA,mjg,NA,Mongolic
4248,SANTA_MONGOLIAN,Eurasia,31.5,107.5,NA,sce,NA,Mongolic
4249,SHIRA_YUGUR,Eurasia,38,99,NA,yuy,NA,Mongolic
4250,TACHENG_DAGUR,Eurasia,48,124,NA,dta,NA,Mongolic
4251,AIHUI_MANCHU,Eurasia,50.25,127.5,NA,mnc,NA,Tungusic
4252,EVEN,Eurasia,68,130,NA,eve,NA,Tungusic
4253,EVENKI,Eurasia,56,125,NA,evn,NA,Tungusic
4254,EVENKI_POLIGUS_LITERARY,Eurasia,61.98,94.62,NA,evn,NA,Tungusic
4255,EWEN,Eurasia,68,130,NA,eve,NA,Tungusic
4256,EWENKI_1,Eurasia,49,117,NA,evn,NA,Tungusic
4257,EWENKI_2,Eurasia,52.18,122.08,NA,evn,NA,Tungusic
4258,HEZHE,Eurasia,49.5,137,NA,gld,NA,Tungusic
4259,JURCHEN,Eurasia,47,130,NA,juc,NA,Tungusic
4260,KUR_URMI,Eurasia,48.5,134.14,NA,evn,NA,Tungusic
4261,MANCHU,Eurasia,49.5,127.5,NA,mnc,NA,Tungusic
4262,MANCHU_2,Eurasia,49.5,127.5,NA,mnc,NA,Tungusic
4263,MANCHU_3,Eurasia,49.5,127.5,NA,mnc,NA,Tungusic
4264,MANCHU_4,Eurasia,49.5,127.5,NA,mnc,NA,Tungusic
4265,NANAI,Eurasia,49.5,137,NA,gld,NA,Tungusic
4266,NANAI_2,Eurasia,49.5,137,NA,gld,NA,Tungusic
4267,NANAI_CHINA,Eurasia,49.5,137,NA,gld,NA,Tungusic
4268,NAYKHIN_NANAI,Eurasia,49.28,136.47,NA,gld,NA,Tungusic
4269,NEGIDAL,Eurasia,53,139,NA,neg,NA,Tungusic
4270,NEGIDAL_VERCHOVSKI,Eurasia,53,139,NA,neg,NA,Tungusic
4271,OROCH,Eurasia,50.33,137.5,NA,oac,NA,Tungusic
4272,OROCHI,Eurasia,50.33,137.5,NA,oac,NA,Tungusic
4273,OROQEN,Eurasia,50.65,125.34,NA,orh,NA,Tungusic
4274,SIBE_MANCHU,Eurasia,43.83,81.18,NA,sjo,NA,Tungusic
4275,SOLON,Eurasia,49.14,119.75,NA,evn,NA,Tungusic
4276,UDEHE,Eurasia,47.67,136.25,NA,ude,NA,Tungusic
4277,UILTA,Eurasia,49.5,143.5,NA,oaa,NA,Tungusic
4278,ULCHA,Eurasia,52.25,140.33,NA,ulc,NA,Tungusic
4279,XIBE,Eurasia,43.83,81.18,NA,sjo,NA,Tungusic
4280,ALTAI,Eurasia,51,87,NA,alt,NA,Turkic
4281,ASADLI_KHORASANI,Eurasia,37.3,57.35,NA,kmz,NA,Turkic
4282,AYNU,Eurasia,39.5,76,NA,aib,NA,Turkic
4283,AZERBAIJANI,Eurasia,40.5,48.5,NA,azj,NA,Turkic
4284,AZERBAIJANI_NORTH,Eurasia,40.5,48.5,NA,azj,NA,Turkic
4285,AZERBAIJANI_NORTH_2,Eurasia,40.5,48.5,NA,azj,NA,Turkic
4286,AZERBAIJANI_SOUTHERN,Eurasia,37.5,47,NA,azb,NA,Turkic
4287,BASHKIR,Eurasia,53,58,NA,bak,NA,Turkic
4288,BASHKIR_2,Eurasia,53,58,NA,bak,NA,Turkic
4289,CHAGATAI,Eurasia,42.15,65.15,NA,chg,NA,Turkic
4290,CHARAM_SARJAM_KHORASANI,Eurasia,35.78,59.58,NA,kmz,NA,Turkic
4291,CHUVASH,Eurasia,55.5,47.5,NA,chv,NA,Turkic
4292,CHUVASH_2,Eurasia,55.5,47.5,NA,chv,NA,Turkic
4293,CRIMEAN_TATAR,Eurasia,45,34.08,NA,crh,NA,Turkic
4294,CRIMEAN_TURKISH,Eurasia,45,34.08,NA,crh,NA,Turkic
4295,DARA_GAZ_KHORASANI_1,Eurasia,37.47,59.15,NA,kmz,NA,Turkic
4296,DARA_GAZ_KHORASANI_2,Eurasia,37.46,59.12,NA,kmz,NA,Turkic
4297,DOLGAN,Eurasia,71.25,98,NA,dlg,NA,Turkic
4298,DOUGHAI_KHORASANI,Eurasia,36.92,58.58,NA,kmz,NA,Turkic
4299,GAGAUZ,Eurasia,46.33,28.67,NA,gag,NA,Turkic
4300,GUJGI_KHORASANI,Eurasia,36.58,59.8,NA,kmz,NA,Turkic
4301,HARW_E_OLYA_KHORASANI,Eurasia,36.17,59.05,NA,kmz,NA,Turkic
4302,HOKM_ABAD_KHORASANI,Eurasia,36.63,57.6,NA,kmz,NA,Turkic
4303,ILI_TURKI,Eurasia,41,85,NA,ili,NA,Turkic
4304,JOGHATAY_KHORASANI,Eurasia,36.62,57.05,NA,kmz,NA,Turkic
4305,JONK_KHORASANI,Eurasia,36.98,59.73,NA,kmz,NA,Turkic
4306,KARACHAY_BALKAR,Eurasia,43.5,42,NA,krc,NA,Turkic
4307,KARAIM,Eurasia,54.67,24.92,NA,kdr,NA,Turkic
4308,KARAKALPAK,Eurasia,43,60,NA,kaa,NA,Turkic
4309,KAZAKH,Eurasia,50,70,NA,kaz,NA,Turkic
4310,KAZAKH_2,Eurasia,50,70,NA,kaz,NA,Turkic
4311,KAZAN_TATAR,Eurasia,56,49.5,NA,tat,NA,Turkic
4312,KHAKAS,Eurasia,53,90,NA,kjh,NA,Turkic
4313,KHALAJ_IRAN,Eurasia,35,50,NA,klj,NA,Turkic
4314,KUMYK,Eurasia,43,47.33,NA,kum,NA,Turkic
4315,KYRGYZ,Eurasia,42,75,NA,kir,NA,Turkic
4316,LANGAR_KHORASANI,Eurasia,35.38,60.43,NA,kmz,NA,Turkic
4317,LOTF_ABAD_KHORASANI,Eurasia,37.52,59.33,NA,kmz,NA,Turkic
4318,MARESHK_KHORASANI,Eurasia,36.8,59.57,NA,kmz,NA,Turkic
4319,MIDDLE_CHULYM,Eurasia,54.33,89.67,NA,clw,NA,Turkic
4320,MISHER_TATAR,Eurasia,55.5,49,NA,tat,NA,Turkic
4321,NOGAI,Eurasia,44,46,NA,nog,NA,Turkic
4322,NORTH_ALTAI,Eurasia,51,88,NA,atv,NA,Turkic
4323,OLD_TURKIC,Eurasia,37,59,NA,otk,NA,Turkic
4324,PIR_KOMAJ_KHORASANI,Eurasia,36.25,58.73,NA,kmz,NA,Turkic
4325,QARA_BAGH_KHORASANI,Eurasia,36.33,58.28,NA,kmz,NA,Turkic
4326,QASHQAI,Eurasia,28.26,52.83,NA,qxq,NA,Turkic
4327,QUCHAN_KHORASANI,Eurasia,37.1,58.5,NA,kmz,NA,Turkic
4328,RUH_ABAD_KHORASANI,Eurasia,36.1,58.95,NA,kmz,NA,Turkic
4329,SAKHA,Eurasia,62,130,NA,sah,NA,Turkic
4330,SAKHA_2,Eurasia,62,130,NA,sah,NA,Turkic
4331,SALAR,Eurasia,35,103,NA,slr,NA,Turkic
4332,SALAR_2,Eurasia,35,103,NA,slr,NA,Turkic
4333,SHEYH_TEYMUR_KHORASANI,Eurasia,37.65,57.18,NA,kmz,NA,Turkic
4334,SHIRWAN_KHORASANI,Eurasia,37.4,57.92,NA,kmz,NA,Turkic
4335,SHOR,Eurasia,53,88,NA,cjs,NA,Turkic
4336,SHURAK_KHORASANI,Eurasia,37.17,58.48,NA,kmz,NA,Turkic
4337,SOLTAN_ABAD_KHORASANI,Eurasia,36.4,58.03,NA,kmz,NA,Turkic
4338,SOUTHERN_UZBEK,Eurasia,36.61,60.69,NA,uzs,NA,Turkic
4339,TATAR,Eurasia,56,49.5,NA,tat,NA,Turkic
4340,TATAR_2,Eurasia,56,49.5,NA,tat,NA,Turkic
4341,TEREKEME_AZERI,Eurasia,41.08,45.38,NA,azj,NA,Turkic
4342,TOFA,Eurasia,53.75,98,NA,kim,NA,Turkic
4343,TURKISH,Eurasia,39,35,NA,tur,NA,Turkic
4344,TURKISH_2,Eurasia,39,35,NA,tur,NA,Turkic
4345,TURKISH_3,Eurasia,39,35,NA,tur,NA,Turkic
4346,TURKMEN,Eurasia,40,58,NA,tuk,NA,Turkic
4347,TURKMEN_2,Eurasia,40,58,NA,tuk,NA,Turkic
4348,TUVAN,Eurasia,52,95,NA,tyv,NA,Turkic
4349,UYGHUR,Eurasia,40,80,NA,uig,NA,Turkic
4350,UZBEK,Eurasia,40.67,66.5,NA,uzn,NA,Turkic
4351,WEST_YUGUR,Eurasia,38.75,99.75,NA,ybe,NA,Turkic
4352,ZEYARAT_KHORASANI,Eurasia,37.43,57.88,NA,kmz,NA,Turkic
4353,KOLYMA_YUKAGIR,Eurasia,65.75,150.83,NA,yux,NA,Yukaghir
4354,NORTHERN_YUKAGHIR,Eurasia,69,155,NA,ykg,NA,Yukaghir
4355,SOUTHERN_YUKAGHIR,Eurasia,65.75,150.83,NA,yux,NA,Yukaghir
4356,YUKAGHIR_TUNDRA,Eurasia,69,155,NA,ykg,NA,Yukaghir
4357,GILYAK,Eurasia,53.33,142,NA,niv,NA,Nivkh
4358,GILYAK_AMUR,Eurasia,53.33,142,NA,niv,NA,Nivkh
4359,GILYAK_EAST_SAKHALIN,Eurasia,53.33,142,NA,niv,NA,Nivkh
4360,GILYAK_NORTH_SAKHALIN,Eurasia,53.33,142,NA,niv,NA,Nivkh
4361,GILYAK_SOUTH_SAKHALIN,Eurasia,53.33,142,NA,niv,NA,Nivkh
4362,GILYAK_WEST_SAKHALIN,Eurasia,53.33,142,NA,niv,NA,Nivkh
4363,NIVKH,Eurasia,53.33,142,NA,niv,NA,Nivkh
4364,ARIN,Eurasia,57,93,NA,xrn,NA,Yeniseian
4365,ASSAN,Eurasia,55,94,NA,xss,NA,Yeniseian
4366,EIGHTEENTH_CENTURY_KET,Eurasia,64,87,NA,ket,NA,Yeniseian
4367,KET,Eurasia,64,87,NA,ket,NA,Yeniseian
4368,KET_2,Eurasia,64,87,NA,ket,NA,Yeniseian
4369,KOTT,Eurasia,56,94,NA,zko,NA,Yeniseian
4370,PROTO_YENISEIAN,Eurasia,70,85,NA,,NA,NA
4371,PUMPOKOL,Eurasia,58.5,92,NA,xpm,NA,Yeniseian
4372,YUGH,Eurasia,60.88,89.75,NA,yug,NA,Yeniseian
4373,YUGH_RECENT,Eurasia,61,90,NA,yug,NA,Yeniseian
4374,PROTO_CHUKOTKO_KAMCHATKAN,Eurasia,56.5,160,NA,,NA,NA
4375,ALUTOR,Eurasia,61,165,NA,alr,NA,Chukotko-Kamchatkan
4376,CHUKCHEE,Eurasia,65,177,NA,ckt,NA,Chukotko-Kamchatkan
4377,CHUKCHEE_2,Eurasia,67,-173,NA,ckt,NA,Chukotko-Kamchatkan
4378,KORYAK,Eurasia,61,167,NA,kpy,NA,Chukotko-Kamchatkan
4379,ITELMEN,Eurasia,57,157.5,NA,itl,NA,Chukotko-Kamchatkan
4380,N_ITELMEN,Eurasia,57.5,158,NA,itl,NA,Chukotko-Kamchatkan
4381,S_ITELMEN,Eurasia,56.5,157,NA,itl,NA,Chukotko-Kamchatkan
4382,AINU_ASAHIKAWA,Eurasia,43.77,142.37,NA,ain,NA,Ainu
4383,AINU_BIHORO,Eurasia,43.82,144.1,NA,ain,NA,Ainu
4384,AINU_HIRATORI,Eurasia,42.58,142.13,NA,ain,NA,Ainu
4385,AINU_HOROBETSU,Eurasia,42.42,141.1,NA,ain,NA,Ainu
4386,AINU_KUSHIRO,Eurasia,42.98,144.38,NA,ain,NA,Ainu
4387,AINU_MAOKA,Eurasia,47.05,142.05,NA,ain,NA,Ainu
4388,AINU_NAIRO,Eurasia,45.39,141.06,NA,ain,NA,Ainu
4389,AINU_NAYORO,Eurasia,44.35,142.46,NA,ain,NA,Ainu
4390,AINU_NIIKAPPU,Eurasia,42.37,142.32,NA,ain,NA,Ainu
4391,AINU_NUKKIBETSU,Eurasia,42.66,142.27,NA,ain,NA,Ainu
4392,AINU_OBIHIRO,Eurasia,42.92,143.2,NA,ain,NA,Ainu
4393,AINU_OCHIHO,Eurasia,46.92,143.09,NA,ain,NA,Ainu
4394,AINU_OSHAMAMBE,Eurasia,42.51,140.37,NA,ain,NA,Ainu
4395,AINU_RAICHISHKA,Eurasia,49.07,142.03,NA,ain,NA,Ainu
4396,AINU_SAMANI,Eurasia,42.13,142.93,NA,ain,NA,Ainu
4397,AINU_SARU,Eurasia,42.5,142.01,NA,ain,NA,Ainu
4398,AINU_SHIRAURA,Eurasia,47.85,142.52,NA,ain,NA,Ainu
4399,AINU_SOYA,Eurasia,45.52,141.94,NA,ain,NA,Ainu
4400,AINU_TARANTOMARI,Eurasia,46.86,141.97,NA,ain,NA,Ainu
4401,AINU_YAKUMO,Eurasia,42.25,140.27,NA,ain,NA,Ainu
4402,HOKKAIDO_AINU,Eurasia,43,143,NA,ain,NA,Ainu
4403,KURIL_AINU,Eurasia,50.73,156.31,NA,ain,NA,Ainu
4404,PROTO_AINU,Eurasia,42.9,143,NA,,NA,NA
4405,SAKHALIN_AINU,Eurasia,48.02,142.37,NA,ain,NA,Ainu
4406,AKAJIMA_OKINAWAN,Eurasia,26.2,127.28,NA,ryu,NA,Japonic
4407,AZA_IRABU_MIYAKO,Eurasia,24.81,125.19,NA,mvi,NA,Japonic
4408,EI_JAPANESE,Eurasia,31.23,130.5,NA,jpn,NA,Japonic
4409,FUKUSATO_MIYAKO,Eurasia,24.73,125.4,NA,mvi,NA,Japonic
4410,HATERUMA_YAEYAMA,Eurasia,24.07,123.78,NA,rys,NA,Japonic
4411,HIGA_OKINAWAN,Eurasia,26.33,126.81,NA,ryu,NA,Japonic
4412,IZENA_KUNIGAMI,Eurasia,26.93,127.94,NA,xug,NA,Japonic
4413,JAPANESE,Eurasia,37,140,NA,jpn,NA,Japonic
4414,JAPANESE_2,Eurasia,37,140,NA,jpn,NA,Japonic
4415,JAPANESE_3,Eurasia,37,140,NA,jpn,NA,Japonic
4416,JAPANESE_KYOTO,Eurasia,35,135.8,NA,jpn,NA,Japonic
4417,KABIRA_YAEYAMA,Eurasia,24.46,124.14,NA,rys,NA,Japonic
4418,KAMIKATETSU_KIKAI,Eurasia,28.28,129.94,NA,kzg,NA,Japonic
4419,KOHAMA_YAEYAMA,Eurasia,24.34,123.98,NA,rys,NA,Japonic
4420,KOMI_YAEYAMA,Eurasia,24.35,123.93,NA,rys,NA,Japonic
4421,KUNINAKA_MIYAKO,Eurasia,24.83,125.17,NA,mvi,NA,Japonic
4422,KUROSHIMA_YAEYAMA,Eurasia,24.24,124.01,NA,rys,NA,Japonic
4423,MIYAKO,Eurasia,24.67,125,NA,mvi,NA,Japonic
4424,NAHA,Eurasia,26.5,127,NA,ryu,NA,Japonic
4425,NISHIHARA_MIYAKO,Eurasia,24.83,125.29,NA,mvi,NA,Japonic
4426,NORTHERN_AMAMI_OSHIMA,Eurasia,28.33,129.42,NA,ryn,NA,Japonic
4427,SANI_AMAMI,Eurasia,28.51,129.67,NA,ryn,NA,Japonic
4428,SHURI,Eurasia,26.5,127,NA,ryu,NA,Japonic
4429,TAKARAJIMA_JAPANESE,Eurasia,29.13,129.2,NA,jpn,NA,Japonic
4430,TAKETOMI_YAEYAMA,Eurasia,24.33,124.09,NA,rys,NA,Japonic
4431,TOKUWASE,Eurasia,27.76,129.03,NA,tkn,NA,Japonic
4432,TOKYO_JAPANESE,Eurasia,37,140,NA,jpn,NA,Japonic
4433,UEHARA_YAEYAMA,Eurasia,24.42,123.8,NA,rys,NA,Japonic
4434,YAEYAMA,Eurasia,24.33,124,NA,rys,NA,Japonic
4435,YAMAZATO_OKINAWAN,Eurasia,26.36,126.75,NA,ryu,NA,Japonic
4436,YONAGUNI,Eurasia,24.45,122.98,NA,yoi,NA,Japonic
4437,YONAMINE,Eurasia,26.83,128,NA,xug,NA,Japonic
4438,YORON,Eurasia,27.04,128.43,NA,yox,NA,Japonic
4439,KOREAN,Eurasia,37.5,128,NA,kor,NA,Koreanic
4440,KOREAN_2,Eurasia,37.5,128,NA,kor,NA,Koreanic
4441,ABAZA,Eurasia,44,42,NA,abq,NA,Abkhaz-Adyge
4442,ABKHAZ,Eurasia,43.08,41,NA,abk,NA,Abkhaz-Adyge
4443,ABKHAZ_2,Eurasia,43.08,41,NA,abk,NA,Abkhaz-Adyge
4444,ADYGHE,Eurasia,45.23,40.58,NA,ady,NA,Abkhaz-Adyge
4445,ADYGHE_2,Eurasia,45.22,39.7,NA,ady,NA,Abkhaz-Adyge
4446,KABARDIAN,Eurasia,43.5,43.5,NA,kbd,NA,Abkhaz-Adyge
4447,UBYKH,Eurasia,43.67,39.67,NA,uby,NA,Abkhaz-Adyge
4448,AKHVAKH,Eurasia,42.33,46.33,NA,akv,NA,Nakh-Daghestanian
4449,ANDI,Eurasia,42.75,46.25,NA,ani,NA,Nakh-Daghestanian
4450,ANDI_MUNI,Eurasia,42.68,46.31,NA,ani,NA,Nakh-Daghestanian
4451,AVAR,Eurasia,42.5,46.5,NA,ava,NA,Nakh-Daghestanian
4452,AVAR_2,Eurasia,42.5,46.5,NA,ava,NA,Nakh-Daghestanian
4453,AVAR_ANDALAL,Eurasia,42.39,46.96,NA,ava,NA,Nakh-Daghestanian
4454,AVAR_ANTSUKH,Eurasia,42.48,46.31,NA,ava,NA,Nakh-Daghestanian
4455,AVAR_BATLUKH,Eurasia,42.56,46.35,NA,ava,NA,Nakh-Daghestanian
4456,AVAR_HID,Eurasia,42.33,46.72,NA,ava,NA,Nakh-Daghestanian
4457,AVAR_KARAKH,Eurasia,42.24,46.83,NA,ava,NA,Nakh-Daghestanian
4458,AVAR_KUSUR,Eurasia,42.06,46.86,NA,ava,NA,Nakh-Daghestanian
4459,AVAR_ZAKATALY,Eurasia,41.62,46.81,NA,ava,NA,Nakh-Daghestanian
4460,BAGWALAL,Eurasia,42.58,46.17,NA,kva,NA,Nakh-Daghestanian
4461,BEZHTA,Eurasia,42.08,46.17,NA,kap,NA,Nakh-Daghestanian
4462,BEZHTA_2,Eurasia,42.08,46.17,NA,kap,NA,Nakh-Daghestanian
4463,BOTLIKH,Eurasia,43.06,46.22,NA,bph,NA,Nakh-Daghestanian
4464,CHAMALAL,Eurasia,42.55,46.05,NA,cji,NA,Nakh-Daghestanian
4465,GODOBERI,Eurasia,42.67,46.08,NA,gdo,NA,Nakh-Daghestanian
4466,HINUKH,Eurasia,42.17,46,NA,gin,NA,Nakh-Daghestanian
